samebib(class_250,class_327).
samebib(class_709,class_895).
samebib(class_709,class_897).
samebib(class_709,class_899).
samebib(class_709,class_900).
samebib(class_709,class_902).
samebib(class_709,class_903).
samebib(class_709,class_904).
samebib(class_709,class_905).
samebib(class_710,class_817).
samebib(class_710,class_859).
samebib(class_710,class_861).
samebib(class_710,class_862).
samebib(class_710,class_863).
samebib(class_710,class_865).
samebib(class_710,class_866).
samebib(class_710,class_867).
samebib(class_710,class_868).
samebib(class_710,class_869).
samebib(class_710,class_870).
samebib(class_710,class_871).
samebib(class_710,class_872).
samebib(class_710,class_873).
samebib(class_710,class_874).
samebib(class_710,class_878).
samebib(class_710,class_879).
samebib(class_710,class_880).
samebib(class_710,class_881).
samebib(class_710,class_883).
samebib(class_710,class_885).
samebib(class_710,class_886).
samebib(class_710,class_888).
samebib(class_710,class_889).
samebib(class_710,class_892).
samebib(class_710,class_894).
samebib(class_710,class_895).
samebib(class_710,class_897).
samebib(class_710,class_899).
samebib(class_710,class_900).
samebib(class_710,class_902).
samebib(class_710,class_903).
samebib(class_710,class_904).
samebib(class_710,class_905).
samebib(class_711,class_817).
samebib(class_711,class_859).
samebib(class_711,class_861).
samebib(class_711,class_862).
samebib(class_711,class_863).
samebib(class_711,class_865).
samebib(class_711,class_866).
samebib(class_711,class_867).
samebib(class_711,class_868).
samebib(class_711,class_869).
samebib(class_711,class_870).
samebib(class_711,class_871).
samebib(class_711,class_872).
samebib(class_711,class_873).
samebib(class_711,class_874).
samebib(class_711,class_878).
samebib(class_711,class_879).
samebib(class_711,class_880).
samebib(class_711,class_881).
samebib(class_711,class_883).
samebib(class_711,class_885).
samebib(class_711,class_886).
samebib(class_711,class_888).
samebib(class_711,class_889).
samebib(class_711,class_892).
samebib(class_711,class_894).
samebib(class_711,class_895).
samebib(class_711,class_897).
samebib(class_711,class_899).
samebib(class_711,class_900).
samebib(class_711,class_902).
samebib(class_711,class_903).
samebib(class_711,class_904).
samebib(class_711,class_905).
samebib(class_712,class_817).
samebib(class_712,class_859).
samebib(class_712,class_861).
samebib(class_712,class_862).
samebib(class_712,class_863).
samebib(class_712,class_865).
samebib(class_712,class_866).
samebib(class_712,class_867).
samebib(class_712,class_868).
samebib(class_712,class_869).
samebib(class_712,class_870).
samebib(class_712,class_871).
samebib(class_712,class_872).
samebib(class_712,class_873).
samebib(class_712,class_874).
samebib(class_712,class_878).
samebib(class_712,class_879).
samebib(class_712,class_880).
samebib(class_712,class_881).
samebib(class_712,class_883).
samebib(class_712,class_885).
samebib(class_712,class_886).
samebib(class_712,class_888).
samebib(class_712,class_889).
samebib(class_712,class_892).
samebib(class_712,class_894).
samebib(class_712,class_895).
samebib(class_712,class_897).
samebib(class_712,class_899).
samebib(class_712,class_900).
samebib(class_712,class_902).
samebib(class_712,class_903).
samebib(class_712,class_904).
samebib(class_712,class_905).
samebib(class_784,class_684).
samebib(class_784,class_685).
samebib(class_784,class_686).
samebib(class_784,class_687).
samebib(class_784,class_688).
samebib(class_784,class_817).
samebib(class_784,class_822).
samebib(class_784,class_823).
samebib(class_784,class_835).
samebib(class_784,class_863).
samebib(class_784,class_867).
samebib(class_785,class_684).
samebib(class_785,class_685).
samebib(class_785,class_686).
samebib(class_785,class_687).
samebib(class_785,class_688).
samebib(class_785,class_815).
samebib(class_785,class_817).
samebib(class_785,class_822).
samebib(class_785,class_823).
samebib(class_785,class_835).
samebib(class_785,class_861).
samebib(class_785,class_862).
samebib(class_785,class_863).
samebib(class_785,class_865).
samebib(class_785,class_866).
samebib(class_785,class_867).
samebib(class_785,class_871).
samebib(class_785,class_872).
samebib(class_785,class_874).
samebib(class_785,class_880).
samebib(class_785,class_902).
samebib(class_786,class_861).
samebib(class_786,class_862).
samebib(class_786,class_863).
samebib(class_786,class_865).
samebib(class_786,class_866).
samebib(class_786,class_867).
samebib(class_786,class_871).
samebib(class_786,class_872).
samebib(class_786,class_874).
samebib(class_786,class_880).
samebib(class_786,class_887).
samebib(class_786,class_902).
samebib(class_787,class_683).
samebib(class_787,class_684).
samebib(class_787,class_685).
samebib(class_787,class_686).
samebib(class_787,class_687).
samebib(class_787,class_688).
samebib(class_787,class_861).
samebib(class_787,class_862).
samebib(class_787,class_863).
samebib(class_787,class_864).
samebib(class_787,class_865).
samebib(class_787,class_866).
samebib(class_787,class_867).
samebib(class_787,class_871).
samebib(class_787,class_872).
samebib(class_787,class_874).
samebib(class_787,class_880).
samebib(class_787,class_887).
samebib(class_787,class_893).
samebib(class_787,class_896).
samebib(class_787,class_902).
samebib(class_788,class_683).
samebib(class_788,class_684).
samebib(class_788,class_685).
samebib(class_788,class_686).
samebib(class_788,class_687).
samebib(class_788,class_688).
samebib(class_788,class_861).
samebib(class_788,class_862).
samebib(class_788,class_863).
samebib(class_788,class_864).
samebib(class_788,class_865).
samebib(class_788,class_866).
samebib(class_788,class_867).
samebib(class_788,class_871).
samebib(class_788,class_872).
samebib(class_788,class_874).
samebib(class_788,class_880).
samebib(class_788,class_887).
samebib(class_788,class_893).
samebib(class_788,class_896).
samebib(class_788,class_902).
samebib(class_789,class_811).
samebib(class_789,class_814).
samebib(class_789,class_827).
samebib(class_789,class_829).
samebib(class_789,class_831).
samebib(class_789,class_832).
samebib(class_789,class_836).
samebib(class_789,class_860).
samebib(class_789,class_861).
samebib(class_789,class_862).
samebib(class_789,class_863).
samebib(class_789,class_864).
samebib(class_789,class_865).
samebib(class_789,class_866).
samebib(class_789,class_867).
samebib(class_789,class_871).
samebib(class_789,class_872).
samebib(class_789,class_874).
samebib(class_789,class_880).
samebib(class_789,class_887).
samebib(class_789,class_893).
samebib(class_789,class_896).
samebib(class_789,class_902).
samebib(class_790,class_811).
samebib(class_790,class_814).
samebib(class_790,class_827).
samebib(class_790,class_829).
samebib(class_790,class_831).
samebib(class_790,class_832).
samebib(class_790,class_836).
samebib(class_790,class_860).
samebib(class_790,class_861).
samebib(class_790,class_862).
samebib(class_790,class_863).
samebib(class_790,class_864).
samebib(class_790,class_865).
samebib(class_790,class_866).
samebib(class_790,class_867).
samebib(class_790,class_871).
samebib(class_790,class_872).
samebib(class_790,class_874).
samebib(class_790,class_880).
samebib(class_790,class_887).
samebib(class_790,class_893).
samebib(class_790,class_896).
samebib(class_790,class_902).
samebib(class_791,class_811).
samebib(class_791,class_814).
samebib(class_791,class_827).
samebib(class_791,class_829).
samebib(class_791,class_831).
samebib(class_791,class_832).
samebib(class_791,class_836).
samebib(class_791,class_860).
samebib(class_791,class_861).
samebib(class_791,class_862).
samebib(class_791,class_863).
samebib(class_791,class_864).
samebib(class_791,class_865).
samebib(class_791,class_866).
samebib(class_791,class_867).
samebib(class_791,class_871).
samebib(class_791,class_872).
samebib(class_791,class_874).
samebib(class_791,class_880).
samebib(class_791,class_887).
samebib(class_791,class_893).
samebib(class_791,class_896).
samebib(class_791,class_902).
samebib(class_792,class_683).
samebib(class_792,class_684).
samebib(class_792,class_685).
samebib(class_792,class_686).
samebib(class_792,class_687).
samebib(class_792,class_688).
samebib(class_792,class_811).
samebib(class_792,class_814).
samebib(class_792,class_827).
samebib(class_792,class_829).
samebib(class_792,class_831).
samebib(class_792,class_832).
samebib(class_792,class_836).
samebib(class_792,class_860).
samebib(class_792,class_861).
samebib(class_792,class_862).
samebib(class_792,class_863).
samebib(class_792,class_864).
samebib(class_792,class_865).
samebib(class_792,class_866).
samebib(class_792,class_867).
samebib(class_792,class_871).
samebib(class_792,class_872).
samebib(class_792,class_874).
samebib(class_792,class_880).
samebib(class_792,class_887).
samebib(class_792,class_893).
samebib(class_792,class_896).
samebib(class_792,class_902).
samebib(class_793,class_811).
samebib(class_793,class_814).
samebib(class_793,class_827).
samebib(class_793,class_829).
samebib(class_793,class_831).
samebib(class_793,class_832).
samebib(class_793,class_836).
samebib(class_793,class_860).
samebib(class_793,class_861).
samebib(class_793,class_862).
samebib(class_793,class_863).
samebib(class_793,class_864).
samebib(class_793,class_865).
samebib(class_793,class_866).
samebib(class_793,class_867).
samebib(class_793,class_871).
samebib(class_793,class_872).
samebib(class_793,class_874).
samebib(class_793,class_875).
samebib(class_793,class_880).
samebib(class_793,class_887).
samebib(class_793,class_893).
samebib(class_793,class_896).
samebib(class_793,class_902).
samebib(class_794,class_811).
samebib(class_794,class_814).
samebib(class_794,class_827).
samebib(class_794,class_829).
samebib(class_794,class_831).
samebib(class_794,class_832).
samebib(class_794,class_836).
samebib(class_794,class_860).
samebib(class_794,class_861).
samebib(class_794,class_862).
samebib(class_794,class_863).
samebib(class_794,class_864).
samebib(class_794,class_865).
samebib(class_794,class_866).
samebib(class_794,class_867).
samebib(class_794,class_871).
samebib(class_794,class_872).
samebib(class_794,class_874).
samebib(class_794,class_875).
samebib(class_794,class_880).
samebib(class_794,class_887).
samebib(class_794,class_893).
samebib(class_794,class_896).
samebib(class_794,class_902).
samebib(class_795,class_811).
samebib(class_795,class_814).
samebib(class_795,class_827).
samebib(class_795,class_829).
samebib(class_795,class_831).
samebib(class_795,class_832).
samebib(class_795,class_836).
samebib(class_795,class_860).
samebib(class_795,class_861).
samebib(class_795,class_862).
samebib(class_795,class_863).
samebib(class_795,class_864).
samebib(class_795,class_865).
samebib(class_795,class_866).
samebib(class_795,class_867).
samebib(class_795,class_871).
samebib(class_795,class_872).
samebib(class_795,class_874).
samebib(class_795,class_875).
samebib(class_795,class_880).
samebib(class_795,class_887).
samebib(class_795,class_893).
samebib(class_795,class_896).
samebib(class_795,class_902).
samebib(class_796,class_811).
samebib(class_796,class_814).
samebib(class_796,class_827).
samebib(class_796,class_829).
samebib(class_796,class_831).
samebib(class_796,class_832).
samebib(class_796,class_836).
samebib(class_796,class_860).
samebib(class_796,class_863).
samebib(class_796,class_864).
samebib(class_796,class_867).
samebib(class_796,class_875).
samebib(class_796,class_887).
samebib(class_796,class_893).
samebib(class_796,class_896).
samebib(class_797,class_811).
samebib(class_797,class_814).
samebib(class_797,class_827).
samebib(class_797,class_829).
samebib(class_797,class_831).
samebib(class_797,class_832).
samebib(class_797,class_836).
samebib(class_797,class_860).
samebib(class_797,class_861).
samebib(class_797,class_862).
samebib(class_797,class_863).
samebib(class_797,class_864).
samebib(class_797,class_865).
samebib(class_797,class_866).
samebib(class_797,class_867).
samebib(class_797,class_871).
samebib(class_797,class_872).
samebib(class_797,class_874).
samebib(class_797,class_875).
samebib(class_797,class_880).
samebib(class_797,class_887).
samebib(class_797,class_893).
samebib(class_797,class_896).
samebib(class_797,class_902).
samebib(class_798,class_811).
samebib(class_798,class_814).
samebib(class_798,class_827).
samebib(class_798,class_829).
samebib(class_798,class_831).
samebib(class_798,class_832).
samebib(class_798,class_836).
samebib(class_798,class_860).
samebib(class_798,class_861).
samebib(class_798,class_862).
samebib(class_798,class_863).
samebib(class_798,class_864).
samebib(class_798,class_865).
samebib(class_798,class_866).
samebib(class_798,class_867).
samebib(class_798,class_871).
samebib(class_798,class_872).
samebib(class_798,class_874).
samebib(class_798,class_875).
samebib(class_798,class_880).
samebib(class_798,class_887).
samebib(class_798,class_893).
samebib(class_798,class_896).
samebib(class_798,class_902).
samebib(class_799,class_811).
samebib(class_799,class_814).
samebib(class_799,class_827).
samebib(class_799,class_829).
samebib(class_799,class_831).
samebib(class_799,class_832).
samebib(class_799,class_836).
samebib(class_799,class_860).
samebib(class_799,class_861).
samebib(class_799,class_862).
samebib(class_799,class_863).
samebib(class_799,class_864).
samebib(class_799,class_865).
samebib(class_799,class_866).
samebib(class_799,class_867).
samebib(class_799,class_871).
samebib(class_799,class_872).
samebib(class_799,class_874).
samebib(class_799,class_875).
samebib(class_799,class_880).
samebib(class_799,class_887).
samebib(class_799,class_893).
samebib(class_799,class_896).
samebib(class_799,class_902).
samebib(class_800,class_811).
samebib(class_800,class_814).
samebib(class_800,class_827).
samebib(class_800,class_829).
samebib(class_800,class_831).
samebib(class_800,class_832).
samebib(class_800,class_836).
samebib(class_800,class_860).
samebib(class_800,class_861).
samebib(class_800,class_862).
samebib(class_800,class_863).
samebib(class_800,class_864).
samebib(class_800,class_865).
samebib(class_800,class_866).
samebib(class_800,class_867).
samebib(class_800,class_871).
samebib(class_800,class_872).
samebib(class_800,class_874).
samebib(class_800,class_875).
samebib(class_800,class_880).
samebib(class_800,class_887).
samebib(class_800,class_893).
samebib(class_800,class_896).
samebib(class_800,class_902).
samebib(class_801,class_811).
samebib(class_801,class_814).
samebib(class_801,class_827).
samebib(class_801,class_829).
samebib(class_801,class_831).
samebib(class_801,class_832).
samebib(class_801,class_836).
samebib(class_801,class_860).
samebib(class_801,class_861).
samebib(class_801,class_862).
samebib(class_801,class_863).
samebib(class_801,class_864).
samebib(class_801,class_865).
samebib(class_801,class_866).
samebib(class_801,class_867).
samebib(class_801,class_871).
samebib(class_801,class_872).
samebib(class_801,class_874).
samebib(class_801,class_880).
samebib(class_801,class_887).
samebib(class_801,class_893).
samebib(class_801,class_896).
samebib(class_801,class_902).
samebib(class_802,class_811).
samebib(class_802,class_814).
samebib(class_802,class_827).
samebib(class_802,class_829).
samebib(class_802,class_831).
samebib(class_802,class_832).
samebib(class_802,class_836).
samebib(class_802,class_860).
samebib(class_802,class_861).
samebib(class_802,class_862).
samebib(class_802,class_863).
samebib(class_802,class_864).
samebib(class_802,class_865).
samebib(class_802,class_866).
samebib(class_802,class_867).
samebib(class_802,class_871).
samebib(class_802,class_872).
samebib(class_802,class_874).
samebib(class_802,class_875).
samebib(class_802,class_880).
samebib(class_802,class_887).
samebib(class_802,class_893).
samebib(class_802,class_896).
samebib(class_802,class_902).
samebib(class_803,class_687).
samebib(class_803,class_688).
samebib(class_803,class_811).
samebib(class_803,class_814).
samebib(class_803,class_827).
samebib(class_803,class_829).
samebib(class_803,class_831).
samebib(class_803,class_832).
samebib(class_803,class_836).
samebib(class_803,class_860).
samebib(class_803,class_861).
samebib(class_803,class_862).
samebib(class_803,class_863).
samebib(class_803,class_864).
samebib(class_803,class_865).
samebib(class_803,class_866).
samebib(class_803,class_867).
samebib(class_803,class_871).
samebib(class_803,class_872).
samebib(class_803,class_873).
samebib(class_803,class_874).
samebib(class_803,class_875).
samebib(class_803,class_879).
samebib(class_803,class_880).
samebib(class_803,class_885).
samebib(class_803,class_886).
samebib(class_803,class_887).
samebib(class_803,class_892).
samebib(class_803,class_893).
samebib(class_803,class_894).
samebib(class_803,class_896).
samebib(class_803,class_902).
samebib(class_803,class_904).
samebib(class_804,class_687).
samebib(class_804,class_688).
samebib(class_804,class_811).
samebib(class_804,class_814).
samebib(class_804,class_827).
samebib(class_804,class_829).
samebib(class_804,class_831).
samebib(class_804,class_832).
samebib(class_804,class_836).
samebib(class_804,class_860).
samebib(class_804,class_861).
samebib(class_804,class_862).
samebib(class_804,class_863).
samebib(class_804,class_864).
samebib(class_804,class_865).
samebib(class_804,class_866).
samebib(class_804,class_867).
samebib(class_804,class_871).
samebib(class_804,class_872).
samebib(class_804,class_873).
samebib(class_804,class_874).
samebib(class_804,class_875).
samebib(class_804,class_879).
samebib(class_804,class_880).
samebib(class_804,class_885).
samebib(class_804,class_886).
samebib(class_804,class_887).
samebib(class_804,class_892).
samebib(class_804,class_893).
samebib(class_804,class_894).
samebib(class_804,class_896).
samebib(class_804,class_902).
samebib(class_804,class_904).
samebib(class_805,class_683).
samebib(class_805,class_684).
samebib(class_805,class_685).
samebib(class_805,class_686).
samebib(class_805,class_687).
samebib(class_805,class_688).
samebib(class_805,class_811).
samebib(class_805,class_814).
samebib(class_805,class_827).
samebib(class_805,class_829).
samebib(class_805,class_831).
samebib(class_805,class_832).
samebib(class_805,class_836).
samebib(class_805,class_860).
samebib(class_805,class_861).
samebib(class_805,class_862).
samebib(class_805,class_863).
samebib(class_805,class_864).
samebib(class_805,class_865).
samebib(class_805,class_866).
samebib(class_805,class_867).
samebib(class_805,class_871).
samebib(class_805,class_872).
samebib(class_805,class_873).
samebib(class_805,class_874).
samebib(class_805,class_875).
samebib(class_805,class_879).
samebib(class_805,class_880).
samebib(class_805,class_885).
samebib(class_805,class_886).
samebib(class_805,class_887).
samebib(class_805,class_892).
samebib(class_805,class_893).
samebib(class_805,class_894).
samebib(class_805,class_896).
samebib(class_805,class_902).
samebib(class_805,class_904).
samebib(class_806,class_683).
samebib(class_806,class_684).
samebib(class_806,class_685).
samebib(class_806,class_686).
samebib(class_806,class_687).
samebib(class_806,class_688).
samebib(class_806,class_811).
samebib(class_806,class_814).
samebib(class_806,class_827).
samebib(class_806,class_829).
samebib(class_806,class_831).
samebib(class_806,class_832).
samebib(class_806,class_836).
samebib(class_806,class_860).
samebib(class_806,class_861).
samebib(class_806,class_862).
samebib(class_806,class_863).
samebib(class_806,class_864).
samebib(class_806,class_865).
samebib(class_806,class_866).
samebib(class_806,class_867).
samebib(class_806,class_871).
samebib(class_806,class_872).
samebib(class_806,class_873).
samebib(class_806,class_874).
samebib(class_806,class_875).
samebib(class_806,class_879).
samebib(class_806,class_880).
samebib(class_806,class_885).
samebib(class_806,class_886).
samebib(class_806,class_887).
samebib(class_806,class_892).
samebib(class_806,class_893).
samebib(class_806,class_894).
samebib(class_806,class_896).
samebib(class_806,class_902).
samebib(class_806,class_904).
samebib(class_807,class_811).
samebib(class_807,class_814).
samebib(class_807,class_827).
samebib(class_807,class_829).
samebib(class_807,class_831).
samebib(class_807,class_832).
samebib(class_807,class_836).
samebib(class_807,class_860).
samebib(class_807,class_861).
samebib(class_807,class_862).
samebib(class_807,class_863).
samebib(class_807,class_864).
samebib(class_807,class_865).
samebib(class_807,class_866).
samebib(class_807,class_867).
samebib(class_807,class_871).
samebib(class_807,class_872).
samebib(class_807,class_873).
samebib(class_807,class_874).
samebib(class_807,class_875).
samebib(class_807,class_879).
samebib(class_807,class_880).
samebib(class_807,class_885).
samebib(class_807,class_886).
samebib(class_807,class_887).
samebib(class_807,class_892).
samebib(class_807,class_893).
samebib(class_807,class_894).
samebib(class_807,class_896).
samebib(class_807,class_902).
samebib(class_807,class_904).
samebib(class_808,class_834).
samebib(class_808,class_837).
samebib(class_809,class_834).
samebib(class_809,class_837).
samebib(class_810,class_834).
samebib(class_810,class_837).
samebib(class_811,class_789).
samebib(class_811,class_790).
samebib(class_811,class_791).
samebib(class_811,class_792).
samebib(class_811,class_793).
samebib(class_811,class_794).
samebib(class_811,class_795).
samebib(class_811,class_796).
samebib(class_811,class_797).
samebib(class_811,class_798).
samebib(class_811,class_799).
samebib(class_811,class_800).
samebib(class_811,class_801).
samebib(class_811,class_802).
samebib(class_811,class_803).
samebib(class_811,class_804).
samebib(class_811,class_805).
samebib(class_811,class_806).
samebib(class_811,class_807).
samebib(class_811,class_860).
samebib(class_811,class_864).
samebib(class_811,class_887).
samebib(class_812,class_860).
samebib(class_812,class_861).
samebib(class_812,class_862).
samebib(class_812,class_864).
samebib(class_812,class_865).
samebib(class_812,class_866).
samebib(class_812,class_869).
samebib(class_812,class_871).
samebib(class_812,class_872).
samebib(class_812,class_874).
samebib(class_812,class_875).
samebib(class_812,class_880).
samebib(class_812,class_887).
samebib(class_812,class_893).
samebib(class_812,class_896).
samebib(class_812,class_902).
samebib(class_813,class_860).
samebib(class_813,class_861).
samebib(class_813,class_862).
samebib(class_813,class_864).
samebib(class_813,class_865).
samebib(class_813,class_866).
samebib(class_813,class_869).
samebib(class_813,class_871).
samebib(class_813,class_872).
samebib(class_813,class_874).
samebib(class_813,class_875).
samebib(class_813,class_880).
samebib(class_813,class_887).
samebib(class_813,class_893).
samebib(class_813,class_896).
samebib(class_813,class_902).
samebib(class_814,class_789).
samebib(class_814,class_790).
samebib(class_814,class_791).
samebib(class_814,class_792).
samebib(class_814,class_793).
samebib(class_814,class_794).
samebib(class_814,class_795).
samebib(class_814,class_796).
samebib(class_814,class_797).
samebib(class_814,class_798).
samebib(class_814,class_799).
samebib(class_814,class_800).
samebib(class_814,class_801).
samebib(class_814,class_802).
samebib(class_814,class_803).
samebib(class_814,class_804).
samebib(class_814,class_805).
samebib(class_814,class_806).
samebib(class_814,class_807).
samebib(class_814,class_860).
samebib(class_814,class_861).
samebib(class_814,class_862).
samebib(class_814,class_864).
samebib(class_814,class_865).
samebib(class_814,class_866).
samebib(class_814,class_869).
samebib(class_814,class_871).
samebib(class_814,class_872).
samebib(class_814,class_874).
samebib(class_814,class_875).
samebib(class_814,class_880).
samebib(class_814,class_887).
samebib(class_814,class_893).
samebib(class_814,class_896).
samebib(class_814,class_902).
samebib(class_815,class_686).
samebib(class_815,class_687).
samebib(class_815,class_688).
samebib(class_815,class_785).
samebib(class_815,class_860).
samebib(class_815,class_861).
samebib(class_815,class_862).
samebib(class_815,class_864).
samebib(class_815,class_865).
samebib(class_815,class_866).
samebib(class_815,class_869).
samebib(class_815,class_871).
samebib(class_815,class_872).
samebib(class_815,class_874).
samebib(class_815,class_875).
samebib(class_815,class_880).
samebib(class_815,class_887).
samebib(class_815,class_893).
samebib(class_815,class_896).
samebib(class_815,class_902).
samebib(class_816,class_860).
samebib(class_816,class_861).
samebib(class_816,class_862).
samebib(class_816,class_864).
samebib(class_816,class_865).
samebib(class_816,class_866).
samebib(class_816,class_869).
samebib(class_816,class_871).
samebib(class_816,class_872).
samebib(class_816,class_874).
samebib(class_816,class_875).
samebib(class_816,class_880).
samebib(class_816,class_887).
samebib(class_816,class_893).
samebib(class_816,class_896).
samebib(class_816,class_902).
samebib(class_817,class_684).
samebib(class_817,class_685).
samebib(class_817,class_686).
samebib(class_817,class_687).
samebib(class_817,class_688).
samebib(class_817,class_694).
samebib(class_817,class_695).
samebib(class_817,class_696).
samebib(class_817,class_697).
samebib(class_817,class_698).
samebib(class_817,class_699).
samebib(class_817,class_700).
samebib(class_817,class_701).
samebib(class_817,class_702).
samebib(class_817,class_703).
samebib(class_817,class_704).
samebib(class_817,class_705).
samebib(class_817,class_706).
samebib(class_817,class_707).
samebib(class_817,class_708).
samebib(class_817,class_709).
samebib(class_817,class_710).
samebib(class_817,class_711).
samebib(class_817,class_712).
samebib(class_817,class_784).
samebib(class_817,class_785).
samebib(class_817,class_859).
samebib(class_817,class_860).
samebib(class_817,class_861).
samebib(class_817,class_862).
samebib(class_817,class_863).
samebib(class_817,class_864).
samebib(class_817,class_865).
samebib(class_817,class_866).
samebib(class_817,class_867).
samebib(class_817,class_868).
samebib(class_817,class_869).
samebib(class_817,class_870).
samebib(class_817,class_871).
samebib(class_817,class_872).
samebib(class_817,class_874).
samebib(class_817,class_875).
samebib(class_817,class_877).
samebib(class_817,class_880).
samebib(class_817,class_881).
samebib(class_817,class_883).
samebib(class_817,class_887).
samebib(class_817,class_888).
samebib(class_817,class_889).
samebib(class_817,class_893).
samebib(class_817,class_896).
samebib(class_817,class_897).
samebib(class_817,class_898).
samebib(class_817,class_899).
samebib(class_817,class_900).
samebib(class_817,class_901).
samebib(class_817,class_902).
samebib(class_817,class_905).
samebib(class_818,class_860).
samebib(class_818,class_861).
samebib(class_818,class_862).
samebib(class_818,class_864).
samebib(class_818,class_865).
samebib(class_818,class_866).
samebib(class_818,class_869).
samebib(class_818,class_871).
samebib(class_818,class_872).
samebib(class_818,class_873).
samebib(class_818,class_874).
samebib(class_818,class_875).
samebib(class_818,class_879).
samebib(class_818,class_880).
samebib(class_818,class_885).
samebib(class_818,class_886).
samebib(class_818,class_887).
samebib(class_818,class_892).
samebib(class_818,class_893).
samebib(class_818,class_894).
samebib(class_818,class_896).
samebib(class_818,class_902).
samebib(class_819,class_859).
samebib(class_819,class_860).
samebib(class_819,class_861).
samebib(class_819,class_862).
samebib(class_819,class_864).
samebib(class_819,class_865).
samebib(class_819,class_866).
samebib(class_819,class_868).
samebib(class_819,class_869).
samebib(class_819,class_870).
samebib(class_819,class_871).
samebib(class_819,class_872).
samebib(class_819,class_873).
samebib(class_819,class_874).
samebib(class_819,class_875).
samebib(class_819,class_877).
samebib(class_819,class_879).
samebib(class_819,class_880).
samebib(class_819,class_881).
samebib(class_819,class_883).
samebib(class_819,class_885).
samebib(class_819,class_886).
samebib(class_819,class_887).
samebib(class_819,class_888).
samebib(class_819,class_889).
samebib(class_819,class_892).
samebib(class_819,class_893).
samebib(class_819,class_894).
samebib(class_819,class_896).
samebib(class_819,class_897).
samebib(class_819,class_898).
samebib(class_819,class_899).
samebib(class_819,class_900).
samebib(class_819,class_901).
samebib(class_819,class_902).
samebib(class_819,class_905).
samebib(class_820,class_860).
samebib(class_820,class_861).
samebib(class_820,class_862).
samebib(class_820,class_864).
samebib(class_820,class_865).
samebib(class_820,class_866).
samebib(class_820,class_869).
samebib(class_820,class_871).
samebib(class_820,class_872).
samebib(class_820,class_873).
samebib(class_820,class_874).
samebib(class_820,class_875).
samebib(class_820,class_879).
samebib(class_820,class_880).
samebib(class_820,class_885).
samebib(class_820,class_886).
samebib(class_820,class_887).
samebib(class_820,class_892).
samebib(class_820,class_893).
samebib(class_820,class_894).
samebib(class_820,class_896).
samebib(class_820,class_902).
samebib(class_821,class_859).
samebib(class_821,class_860).
samebib(class_821,class_861).
samebib(class_821,class_862).
samebib(class_821,class_864).
samebib(class_821,class_865).
samebib(class_821,class_866).
samebib(class_821,class_868).
samebib(class_821,class_869).
samebib(class_821,class_870).
samebib(class_821,class_871).
samebib(class_821,class_872).
samebib(class_821,class_873).
samebib(class_821,class_874).
samebib(class_821,class_875).
samebib(class_821,class_877).
samebib(class_821,class_879).
samebib(class_821,class_880).
samebib(class_821,class_881).
samebib(class_821,class_883).
samebib(class_821,class_885).
samebib(class_821,class_886).
samebib(class_821,class_887).
samebib(class_821,class_888).
samebib(class_821,class_889).
samebib(class_821,class_892).
samebib(class_821,class_893).
samebib(class_821,class_894).
samebib(class_821,class_896).
samebib(class_821,class_897).
samebib(class_821,class_898).
samebib(class_821,class_899).
samebib(class_821,class_900).
samebib(class_821,class_901).
samebib(class_821,class_902).
samebib(class_821,class_905).
samebib(class_822,class_684).
samebib(class_822,class_685).
samebib(class_822,class_686).
samebib(class_822,class_687).
samebib(class_822,class_688).
samebib(class_822,class_784).
samebib(class_822,class_785).
samebib(class_822,class_859).
samebib(class_822,class_860).
samebib(class_822,class_861).
samebib(class_822,class_862).
samebib(class_822,class_863).
samebib(class_822,class_864).
samebib(class_822,class_865).
samebib(class_822,class_866).
samebib(class_822,class_867).
samebib(class_822,class_868).
samebib(class_822,class_869).
samebib(class_822,class_870).
samebib(class_822,class_871).
samebib(class_822,class_872).
samebib(class_822,class_873).
samebib(class_822,class_874).
samebib(class_822,class_875).
samebib(class_822,class_877).
samebib(class_822,class_879).
samebib(class_822,class_880).
samebib(class_822,class_881).
samebib(class_822,class_883).
samebib(class_822,class_885).
samebib(class_822,class_886).
samebib(class_822,class_887).
samebib(class_822,class_888).
samebib(class_822,class_889).
samebib(class_822,class_892).
samebib(class_822,class_893).
samebib(class_822,class_894).
samebib(class_822,class_896).
samebib(class_822,class_897).
samebib(class_822,class_898).
samebib(class_822,class_899).
samebib(class_822,class_900).
samebib(class_822,class_901).
samebib(class_822,class_902).
samebib(class_822,class_905).
samebib(class_822,class_906).
samebib(class_823,class_684).
samebib(class_823,class_685).
samebib(class_823,class_686).
samebib(class_823,class_687).
samebib(class_823,class_688).
samebib(class_823,class_784).
samebib(class_823,class_785).
samebib(class_823,class_859).
samebib(class_823,class_860).
samebib(class_823,class_861).
samebib(class_823,class_862).
samebib(class_823,class_863).
samebib(class_823,class_864).
samebib(class_823,class_865).
samebib(class_823,class_866).
samebib(class_823,class_867).
samebib(class_823,class_868).
samebib(class_823,class_869).
samebib(class_823,class_870).
samebib(class_823,class_871).
samebib(class_823,class_872).
samebib(class_823,class_873).
samebib(class_823,class_874).
samebib(class_823,class_875).
samebib(class_823,class_877).
samebib(class_823,class_879).
samebib(class_823,class_880).
samebib(class_823,class_881).
samebib(class_823,class_883).
